Postal Code,Name,Poverty Estimate,Poverty Percent
TN,Scott County,"4,292",19.8
TN,Sequatchie County,"2,402",16.1
TN,Sevier County,"13,485",13.8
TN,Shelby County,"174,664",19.1
TN,Smith County,"2,336",11.7
TN,Stewart County,"1,798",13.2
TN,Sullivan County,"21,301",13.6
TN,Sumner County,"18,595",9.6
TN,Tipton County,"7,698",12.7
TN,Trousdale County,"1,361",15.4
TN,Unicoi County,"2,812",16.2
TN,Union County,"3,363",16.9
TN,Van Buren County,931,16.1
TN,Warren County,"6,761",16.5
TN,Washington County,"16,625",13.2
TN,Wayne County,"2,883",20.2
TN,Weakley County,"5,328",16.9
TN,White County,"3,753",13.8
TN,Williamson County,"10,080",4.1
TN,Wilson County,"11,645",8.0
TX,Texas,"3,862,713",13.4
TX,Anderson County,"9,242",20.9
TX,Andrews County,"1,722",9.2
TX,Angelina County,"14,330",17.0
TX,Aransas County,"3,986",17.1
TX,Archer County,596,6.9
TX,Armstrong County,169,9.3
TX,Atascosa County,"7,618",14.9
TX,Austin County,"3,378",11.4
TX,Bailey County,945,14.4
TX,Bandera County,"2,588",11.0
TX,Bastrop County,"9,596",10.8
TX,Baylor County,526,15.3
TX,Bee County,"5,685",23.1
TX,Bell County,"52,839",14.7
TX,Bexar County,"297,131",15.0
TX,Blanco County,"1,199",9.8
TX,Borden County,53,7.5
TX,Bosque County,"2,280",12.5
TX,Bowie County,"15,191",17.4
TX,Brazoria County,"30,696",8.3
TX,Brazos County,"48,484",22.3
TX,Brewster County,"1,282",14.0
TX,Briscoe County,199,13.4
TX,Brooks County,"1,978",28.7
TX,Brown County,"5,642",15.6
TX,Burleson County,"2,398",13.1
TX,Burnet County,"4,598",9.5
TX,Caldwell County,"5,373",12.7
TX,Calhoun County,"2,565",12.4
TX,Callahan County,"1,698",12.2
TX,Cameron County,"102,649",24.4
TX,Camp County,"2,167",16.7
TX,Carson County,483,8.3
TX,Cass County,"5,205",17.7
TX,Castro County,"1,121",15.3
TX,Chambers County,"4,224",9.3
TX,Cherokee County,"8,336",16.7
TX,Childress County,"1,156",21.4
TX,Clay County,"1,156",11.1
TX,Cochran County,546,19.2
TX,Coke County,373,11.4
TX,Coleman County,"1,291",16.0
TX,Collin County,"65,922",6.2
TX,Collingsworth County,476,16.9
TX,Colorado County,"2,706",12.7
TX,Comal County,"12,293",7.5
TX,Comanche County,"2,157",15.9
TX,Concho County,374,13.5
TX,Cooke County,"4,589",11.3
TX,Coryell County,"8,083",12.7
TX,Cottle County,243,17.9
TX,Crane County,421,9.0
TX,Crockett County,431,12.4
TX,Crosby County,"1,087",19.8
TX,Culberson County,397,18.6
TX,Dallam County,798,11.1
TX,Dallas County,"357,084",13.7
TX,Dawson County,"2,126",18.7
TX,Deaf Smith County,"2,791",15.5
TX,Delta County,753,14.3
TX,Denton County,"62,596",6.9
TX,DeWitt County,"3,761",20.5
TX,Dickens County,344,18.9
TX,Dimmit County,"2,501",25.5
TX,Donley County,502,16.3
TX,Duval County,"2,087",20.0
TX,Eastland County,"2,998",17.0
TX,Ector County,"22,439",13.6
TX,Edwards County,366,19.1
TX,Ellis County,"14,973",7.9
TX,El Paso County,"145,103",17.6
TX,Erath County,"5,006",12.6
TX,Falls County,"3,056",20.0
TX,Fannin County,"5,075",15.4
TX,Fayette County,"2,369",9.4
TX,Fisher County,501,13.3
TX,Floyd County,995,17.7
TX,Foard County,184,16.8
TX,Fort Bend County,"61,776",7.4
TX,Franklin County,"1,384",12.9
TX,Freestone County,"2,421",13.3
TX,Frio County,"3,776",22.3
TX,Gaines County,"2,421",11.1
TX,Galveston County,"33,751",9.9
TX,Garza County,898,20.6
TX,Gillespie County,"2,450",9.2
TX,Glasscock County,105,7.3
TX,Goliad County,993,13.2
TX,Gonzales County,"2,947",14.3
TX,Gray County,"2,797",14.2
TX,Grayson County,"18,505",13.6
TX,Gregg County,"21,845",18.1
TX,Grimes County,"4,081",15.3
TX,Guadalupe County,"14,311",8.5
TX,Hale County,"5,321",17.6
TX,Hall County,537,18.6
TX,Hamilton County,"1,234",14.7
TX,Hansford County,558,10.7
TX,Hardeman County,600,15.0
TX,Hardin County,"6,032",10.4
TX,Harris County,"747,146",15.9
TX,Harrison County,"10,136",15.6
TX,Hartley County,409,9.5
TX,Haskell County,"1,041",20.0
TX,Hays County,"22,434",9.6
TX,Hemphill County,354,9.5
TX,Henderson County,"11,681",14.2
TX,Hidalgo County,"207,104",23.9
TX,Hill County,"5,078",14.0
TX,Hockley County,"2,841",12.9
TX,Hood County,"5,919",9.4
TX,Hopkins County,"4,652",12.7
TX,Houston County,"4,040",20.0
TX,Howard County,"4,821",15.7
TX,Hudspeth County,"1,163",24.2
TX,Hunt County,"12,240",12.6
TX,Hutchinson County,"2,455",12.1
TX,Irion County,107,6.9
TX,Jack County,"1,075",13.6
TX,Jackson County,"1,849",12.7
TX,Jasper County,"5,960",17.3
TX,Jeff Davis County,474,22.2
TX,Jefferson County,"42,858",18.3
TX,Jim Hogg County,"1,035",20.1
TX,Jim Wells County,"8,051",20.1
TX,Johnson County,"16,676",9.5
TX,Jones County,"2,892",19.5
TX,Karnes County,"2,254",17.5
TX,Kaufman County,"12,958",9.2
TX,Kendall County,"3,233",6.7
TX,Kenedy County,41,10.8
TX,Kent County,82,11.3
TX,Kerr County,"5,927",11.6
TX,Kimble County,687,15.7
TX,King County,35,12.4
TX,Kinney County,597,17.9
TX,Kleberg County,"6,030",20.8
TX,Knox County,582,16.3
TX,Lamar County,"9,653",19.6
TX,Lamb County,"2,200",17.6
TX,Lampasas County,"2,159",10.0
TX,La Salle County,"1,402",24.0
TX,Lavaca County,"2,086",10.6
TX,Lee County,"1,798",10.6
TX,Leon County,"2,395",13.8
TX,Liberty County,"12,444",14.4
TX,Limestone County,"3,647",16.8
TX,Lipscomb County,348,11.3
TX,Live Oak County,"1,893",17.0
TX,Llano County,"2,384",10.9
TX,Loving County,7,3.9
TX,Lubbock County,"47,957",15.8
TX,Lynn County,860,14.4
TX,McCulloch County,"1,243",16.2
TX,McLennan County,"42,552",17.0
TX,McMullen County,69,9.7
TX,Madison County,"2,069",17.4
TX,Marion County,"1,957",20.0
TX,Martin County,643,11.1
TX,Mason County,424,9.8
TX,Matagorda County,"6,286",17.3
TX,Maverick County,"11,439",20.0
TX,Medina County,"5,600",11.2
TX,Menard County,398,19.1
TX,Midland County,"17,070",9.7
TX,Milam County,"4,208",17.4
TX,Mills County,675,14.4
TX,Mitchell County,"1,259",18.7
TX,Montague County,"2,449",12.4
TX,Montgomery County,"51,122",8.2
TX,Moore County,"2,160",10.6
TX,Morris County,"2,085",17.0
TX,Motley County,192,16.3
TX,Nacogdoches County,"11,695",19.5
TX,Navarro County,"7,383",14.8
TX,Newton County,"2,699",21.3
TX,Nolan County,"2,480",17.2
TX,Nueces County,"62,210",17.5
TX,Ochiltree County,876,9.2
TX,Oldham County,264,14.0
TX,Orange County,"12,368",15.1
TX,Palo Pinto County,"4,023",13.9
TX,Panola County,"3,494",15.3
TX,Parker County,"11,729",8.0
TX,Parmer County,"1,147",12.2
TX,Pecos County,"2,253",16.5
TX,Polk County,"7,282",15.0
TX,Potter County,"22,745",20.8
TX,Presidio County,"1,261",19.4
TX,Rains County,"1,687",13.6
TX,Randall County,"13,225",9.6
TX,Reagan County,316,8.3
TX,Real County,545,16.4
TX,Red River County,"1,851",15.7
TX,Reeves County,"2,424",19.0
TX,Refugio County,"1,030",15.3
TX,Roberts County,52,6.4
TX,Robertson County,"2,414",14.2
TX,Rockwall County,"5,214",4.8
TX,Runnels County,"1,461",14.3
TX,Rusk County,"6,809",14.2
TX,Sabine County,"1,664",16.0
TX,San Augustine County,"1,576",19.6
TX,San Jacinto County,"4,692",16.1
TX,San Patricio County,"9,855",14.8
TX,San Saba County,932,17.4
TX,Schleicher County,364,13.2
TX,Scurry County,"2,077",13.8
TX,Shackelford County,410,12.5
TX,Shelby County,"4,447",18.0
TX,Sherman County,338,11.3
TX,Smith County,"29,150",12.7
TX,Somervell County,743,8.3
TX,Starr County,"15,985",25.2
TX,Stephens County,"1,349",15.6
TX,Sterling County,130,10.2
TX,Stonewall County,189,14.3
TX,Sutton County,435,11.7
TX,Swisher County,"1,310",19.6
TX,Tarrant County,"220,041",10.5
TX,Taylor County,"16,436",12.2
TX,Terrell County,98,14.0
TX,Terry County,"2,060",18.5
TX,Throckmorton County,201,13.5
TX,Titus County,"4,630",14.3
TX,Tom Green County,"13,885",12.0
TX,Travis County,"129,969",10.2
TX,Trinity County,"2,477",16.8
TX,Tyler County,"3,724",18.9
TX,Upshur County,"5,243",12.6
TX,Upton County,430,12.1
TX,Uvalde County,"4,984",19.0
TX,Val Verde County,"7,332",15.6
TX,Van Zandt County,"7,302",12.9
TX,Victoria County,"14,859",16.5
TX,Walker County,"9,987",18.0
TX,Waller County,"6,689",12.6
TX,Ward County,"1,170",9.8
TX,Washington County,"3,937",11.7
TX,Webb County,"54,564",19.9
TX,Wharton County,"5,675",13.8
TX,Wheeler County,662,13.5
TX,Wichita County,"19,233",16.0
TX,Wilbarger County,"1,784",14.6
TX,Willacy County,"4,393",24.7
TX,Williamson County,"34,425",5.6
TX,Wilson County,"4,847",9.4
TX,Winkler County,918,11.8
TX,Wise County,"6,982",10.0
TX,Wood County,"6,015",13.5
TX,Yoakum County,934,10.8
TX,Young County,"2,610",14.8
TX,Zapata County,"3,471",24.6
TX,Zavala County,"3,094",27.2
UT,Utah,"234,666",7.3
UT,Beaver County,514,7.7
UT,Box Elder County,"3,817",6.8
UT,Cache County,"11,607",9.2
UT,Carbon County,"2,590",12.8
UT,Daggett County,67,6.5
UT,Davis County,"17,794",5.0
UT,Duchesne County,"2,076",10.6
UT,Emery County,938,9.3
UT,Garfield County,474,9.7
UT,Grand County,"1,015",10.4
UT,Iron County,"7,593",13.7
UT,Juab County,926,7.7
UT,Kane County,690,9.0
UT,Millard County,"1,409",10.7
UT,Morgan County,460,3.7
UT,Piute County,219,15.3
UT,Rich County,205,8.4
UT,Salt Lake County,"79,980",7.0
UT,San Juan County,"2,782",18.6
UT,Sanpete County,"4,030",14.1
UT,Sevier County,"2,156",10.0
UT,Summit County,"1,922",4.5
UT,Tooele County,"4,224",5.7
UT,Uintah County,"3,853",10.8
UT,Utah County,"49,771",7.8
UT,Wasatch County,"1,636",4.7
UT,Washington County,"12,615",6.9
UT,Wayne County,310,11.2
UT,Weber County,"18,994",7.3
VT,Vermont,"56,281",9.4
VT,Addison County,"2,865",8.4
VT,Bennington County,"3,536",10.4
VT,Caledonia County,"3,145",11.0
VT,Chittenden County,"13,194",8.5
VT,Essex County,775,12.7
VT,Franklin County,"4,345",8.9
VT,Grand Isle County,528,7.4
VT,Lamoille County,"1,990",8.1
VT,Orange County,"2,722",9.6
VT,Orleans County,"2,765",10.6
VT,Rutland County,"6,659",12.0
VT,Washington County,"4,454",8.0
VT,Windham County,"4,619",11.3
VT,Windsor County,"4,683",8.6
VA,Virginia,"769,479",9.2
VA,Accomack County,"5,617",17.6
VA,Albemarle County,"6,602",6.3
VA,Alleghany County,"1,681",11.7
VA,Amelia County,"1,155",9.0
VA,Amherst County,"3,435",11.2
VA,Appomattox County,"2,010",12.6
VA,Arlington County,"14,273",6.0
VA,Augusta County,"6,074",8.3
VA,Bath County,455,11.2
VA,Bedford County,"5,417",6.8
VA,Bland County,674,12.1
VA,Botetourt County,"2,193",6.6
VA,Brunswick County,"2,785",20.2
VA,Buchanan County,"4,642",23.7
VA,Buckingham County,"2,519",16.8
VA,Campbell County,"4,874",8.9
VA,Caroline County,"2,950",9.8
VA,Carroll County,"3,945",13.2
VA,Charles City County,676,9.9
VA,Charlotte County,"2,001",17.2
VA,Chesterfield County,"23,305",6.6
VA,Clarke County,894,6.2
VA,Craig County,525,10.4
VA,Culpeper County,"4,415",8.5
VA,Cumberland County,"1,337",13.5
VA,Dickenson County,"2,615",19.3
VA,Dinwiddie County,"3,117",11.1
VA,Essex County,"1,325",12.3
VA,Fairfax County,"59,990",5.3
VA,Fauquier County,"4,270",6.0
VA,Floyd County,"1,708",10.9
VA,Fluvanna County,"1,768",6.8
VA,Franklin County,"6,320",11.5
VA,Frederick County,"6,658",7.4
VA,Giles County,"1,757",10.7
VA,Gloucester County,"2,931",7.9
VA,Goochland County,"1,351",5.8
VA,Grayson County,"2,346",16.2
VA,Greene County,"1,606",8.1
VA,Greensville County,"1,683",21.5
VA,Halifax County,"5,854",17.8
VA,Hanover County,"5,266",5.0
VA,Henrico County,"27,328",8.3
VA,Henry County,"6,385",12.9
VA,Highland County,267,12.2
VA,Isle of Wight County,"2,845",7.6
VA,James City County,"4,937",6.5
VA,King and Queen County,767,11.1
VA,King George County,"1,611",6.0
VA,King William County,"1,083",6.2
VA,Lancaster County,"1,078",10.3
VA,Lee County,"5,667",26.0
VA,Loudoun County,"13,241",3.2
VA,Louisa County,"3,014",7.9
VA,Lunenburg County,"1,847",16.5
VA,Madison County,"1,241",9.4
VA,Mathews County,738,8.5
VA,Mecklenburg County,"4,572",15.4
VA,Middlesex County,"1,181",11.6
VA,Montgomery County,"17,059",19.3
VA,Nelson County,"1,571",10.7
VA,New Kent County,"1,071",4.6
VA,Northampton County,"1,854",16.2
VA,Northumberland County,"1,487",12.3
VA,Nottoway County,"2,470",19.2
VA,Orange County,"3,477",9.4
VA,Page County,"2,682",11.3
VA,Patrick County,"2,435",14.2
VA,Pittsylvania County,"8,227",14.0
VA,Powhatan County,"1,523",5.3
VA,Prince Edward County,"4,470",23.6
VA,Prince George County,"2,853",8.2
VA,Prince William County,"22,884",4.9
VA,Pulaski County,"4,111",12.5
VA,Rappahannock County,645,8.9
VA,Richmond County,"1,179",16.0
VA,Roanoke County,"5,499",6.0
VA,Rockbridge County,"2,333",10.5
VA,Rockingham County,"6,681",8.3
VA,Russell County,"4,278",16.2
VA,Scott County,"3,654",17.6
VA,Shenandoah County,"4,366",10.1
VA,Smyth County,"4,467",15.2
VA,Southampton County,"2,006",12.5
VA,Spotsylvania County,"9,039",6.6
VA,Stafford County,"8,148",5.4
VA,Surry County,738,11.6
VA,Sussex County,"1,579",18.9
VA,Tazewell County,"6,357",16.4
VA,Warren County,"4,008",10.1
VA,Washington County,"6,856",13.2
VA,Westmoreland County,"2,332",12.9
VA,Wise County,"6,984",20.3
VA,Wythe County,"3,400",12.0
VA,York County,"3,239",4.7
VA,Alexandria,"12,537",8.0
VA,Bristol,"2,948",17.2
VA,Buena Vista,824,14.0
VA,Charlottesville,"7,088",15.8
VA,Chesapeake,"18,288",7.6
VA,Colonial Heights,"1,483",8.7
VA,Covington,817,14.8
VA,Danville,"8,468",22.1
VA,Emporia,959,19.1
VA,Fairfax city,"1,639",7.2
VA,Falls Church,488,3.3
VA,Franklin city,"1,392",18.1
VA,Fredericksburg,"3,279",12.2
VA,Galax,"1,125",18.8
VA,Hampton,"17,494",13.4
VA,Harrisonburg,"10,113",22.2
VA,Hopewell,"3,823",17.4
VA,Lexington,838,18.5
VA,Lynchburg,"10,926",15.5
VA,Manassas,"3,196",7.9
VA,Manassas Park,"1,194",6.7
VA,Martinsville,"2,556",21.3
VA,Newport News,"24,839",14.5
VA,Norfolk,"36,765",17.6
VA,Norton,805,20.5
VA,Petersburg,"6,227",20.8
VA,Poquoson,571,4.7
VA,Portsmouth,"14,093",15.3
VA,Radford,"3,633",24.6
VA,Richmond city,"39,609",17.9
VA,Roanoke city,"15,511",15.9
VA,Salem,"2,087",9.0
VA,Staunton,"2,987",12.3
VA,Suffolk,"8,330",9.0
VA,Virginia Beach,"35,860",8.1
VA,Waynesboro,"2,556",11.3
VA,Williamsburg,"1,847",16.8
VA,Winchester,"3,501",13.2
WA,Washington,"714,653",9.5
WA,Adams County,"2,515",12.7
WA,Asotin County,"3,176",14.1
WA,Benton County,"18,527",9.1
WA,Chelan County,"6,350",8.3
WA,Clallam County,"10,194",13.3
WA,Clark County,"42,918",8.7
WA,Columbia County,502,12.6
WA,Cowlitz County,"13,101",11.9
WA,Douglas County,"4,539",10.5
WA,Ferry County,"1,415",18.4
WA,Franklin County,"11,608",12.4
WA,Garfield County,257,11.4
WA,Grant County,"13,339",13.6
WA,Grays Harbor County,"11,045",15.1
WA,Island County,"5,487",6.5
WA,Jefferson County,"3,391",10.6
WA,King County,"169,478",7.6
WA,Kitsap County,"21,851",8.3
WA,Kittitas County,"5,962",12.9
WA,Klickitat County,"3,150",14.0
WA,Lewis County,"10,817",13.3
WA,Lincoln County,"1,254",11.4
WA,Mason County,"8,232",12.6
WA,Okanogan County,"8,306",19.8
WA,Pacific County,"3,094",13.6
WA,Pend Oreille County,"2,054",14.7
WA,Pierce County,"77,361",8.7
WA,San Juan County,"1,667",9.6
WA,Skagit County,"12,300",9.5
WA,Skamania County,"1,278",10.6
WA,Snohomish County,"57,832",7.1
WA,Spokane County,"69,001",13.4
WA,Stevens County,"6,881",15.0
WA,Thurston County,"28,058",9.7
WA,Wahkiakum County,478,10.7
WA,Walla Walla County,"7,320",12.9
WA,Whatcom County,"26,423",11.7
WA,Whitman County,"6,713",15.7
WA,Yakima County,"36,781",14.8
WV,West Virginia,"274,176",15.8
WV,Barbour County,"3,221",20.8
WV,Berkeley County,"12,137",10.0
WV,Boone County,"3,700",17.8
WV,Braxton County,"2,356",17.8
WV,Brooke County,"2,502",11.9
WV,Cabell County,"17,499",19.9
WV,Calhoun County,"1,380",20.0
WV,Clay County,"1,920",23.3
WV,Doddridge County,"1,229",17.0
WV,Fayette County,"8,352",20.8
WV,Gilmer County,"1,384",23.0
WV,Grant County,"1,508",13.3
WV,Greenbrier County,"5,987",17.8
WV,Hampshire County,"3,118",13.7
WV,Hancock County,"3,380",12.0
WV,Hardy County,"1,824",13.5
WV,Harrison County,"8,940",13.6
WV,Jackson County,"4,000",14.2
WV,Jefferson County,"4,392",7.8
WV,Kanawha County,"27,150",15.7
WV,Lewis County,"2,152",13.9
WV,Lincoln County,"4,093",20.6
WV,Logan County,"6,875",22.3
WV,McDowell County,"5,325",31.8
WV,Marion County,"7,210",13.2
WV,Marshall County,"4,042",13.7
WV,Mason County,"4,378",17.1
WV,Mercer County,"8,583",15.1
WV,Mineral County,"3,608",13.8
WV,Mingo County,"5,676",24.9
WV,Monongalia County,"15,281",15.2
WV,Monroe County,"2,012",15.3
WV,Morgan County,"1,938",11.0
WV,Nicholas County,"4,569",19.0
WV,Ohio County,"7,041",18.1
WV,Pendleton County,784,11.5
WV,Pleasants County,875,13.0
WV,Pocahontas County,"1,418",18.1
WV,Preston County,"4,940",15.7
WV,Putnam County,"5,520",9.9
WV,Raleigh County,"15,070",21.8
WV,Randolph County,"3,936",15.2
WV,Ritchie County,"1,531",16.4
WV,Roane County,"2,756",20.7
WV,Summers County,"2,413",21.1
WV,Taylor County,"2,213",13.7
WV,Tucker County,912,13.8
WV,Tyler County,"1,216",14.4
WV,Upshur County,"3,913",17.1
WV,Wayne County,"6,644",17.1
WV,Webster County,"1,890",23.7
WV,Wetzel County,"2,342",15.9
WV,Wirt County,"1,023",18.0
WV,Wood County,"11,757",14.4
WV,Wyoming County,"4,260",21.3
WI,Wisconsin,"571,049",10.0
WI,Adams County,"2,389",12.3
WI,Ashland County,"1,845",12.5
WI,Barron County,"4,466",10.0
WI,Bayfield County,"1,655",11.0
WI,Brown County,"21,896",8.5
WI,Buffalo County,"1,037",8.0
WI,Burnett County,"1,644",10.7
WI,Calumet County,"2,267",4.5
WI,Chippewa County,"5,805",9.4
WI,Clark County,"4,471",13.1
WI,Columbia County,"3,873",6.9
WI,Crawford County,"2,026",13.3
WI,Dane County,"51,956",9.6
WI,Dodge County,"5,822",7.2
WI,Door County,"2,159",7.8
WI,Douglas County,"4,236",10.0
WI,Dunn County,"4,267",10.1
WI,Eau Claire County,"9,830",9.8
WI,Florence County,447,10.6
WI,Fond du Lac County,"7,562",7.6
WI,Forest County,"1,055",12.0
WI,Grant County,"5,616",12.0
WI,Green County,"2,666",7.4
WI,Green Lake County,"1,819",9.7
WI,Iowa County,"1,695",7.2
WI,Iron County,624,11.2
WI,Jackson County,"2,460",12.7
WI,Jefferson County,"6,003",7.3
WI,Juneau County,"3,049",11.9
WI,Kenosha County,"18,137",11.0
WI,Kewaunee County,"1,355",6.7
WI,La Crosse County,"11,307",10.0
WI,Lafayette County,"1,458",8.8
WI,Langlade County,"2,012",10.7
WI,Lincoln County,"2,062",7.7
WI,Manitowoc County,"6,126",7.9
WI,Marathon County,"8,986",6.7
WI,Marinette County,"3,738",9.4
WI,Marquette County,"1,594",10.3
WI,Menominee County,"1,012",22.6
WI,Milwaukee County,"175,538",19.0
WI,Monroe County,"4,767",10.5
WI,Oconto County,"2,897",7.6
WI,Oneida County,"2,749",7.8
WI,Outagamie County,"12,271",6.6
WI,Ozaukee County,"3,786",4.3
WI,Pepin County,654,9.1
WI,Pierce County,"2,901",7.3
WI,Polk County,"3,835",8.9
WI,Portage County,"5,633",8.3
WI,Price County,"1,459",11.2
WI,Racine County,"17,971",9.4
WI,Richland County,"2,282",13.4
WI,Rock County,"14,946",9.3
WI,Rusk County,"1,619",11.7
WI,St. Croix County,"4,421",4.9
WI,Sauk County,"5,151",8.1
WI,Sawyer County,"2,013",12.3
WI,Shawano County,"4,147",10.3
WI,Sheboygan County,"8,529",7.6
WI,Taylor County,"1,920",9.6
WI,Trempealeau County,"2,140",7.3
WI,Vernon County,"3,642",11.9
WI,Vilas County,"2,136",9.7
WI,Walworth County,"8,418",8.3
WI,Washburn County,"1,615",10.4
WI,Washington County,"6,937",5.1
WI,Waukesha County,"16,952",4.2
WI,Waupaca County,"3,920",8.0
WI,Waushara County,"2,417",10.5
WI,Winnebago County,"14,219",8.7
WI,Wood County,"6,732",9.4
WY,Wyoming,"52,418",9.2
WY,Albany County,"5,635",15.3
WY,Big Horn County,"1,311",11.5
WY,Campbell County,"3,340",7.3
WY,Carbon County,"1,453",10.4
WY,Converse County,"1,120",8.2
WY,Crook County,551,7.3
WY,Fremont County,"5,772",15.0
WY,Goshen County,"1,535",12.8
WY,Hot Springs County,473,10.9
WY,Johnson County,757,8.9
WY,Laramie County,"7,242",7.4
WY,Lincoln County,"1,395",6.9
WY,Natrona County,"7,420",9.4
WY,Niobrara County,255,12.6
WY,Park County,"2,368",8.2
WY,Platte County,835,9.9
WY,Sheridan County,"2,839",9.5
WY,Sublette County,610,6.2
WY,Sweetwater County,"3,187",7.6
WY,Teton County,"1,207",5.2
WY,Uinta County,"1,697",8.5
WY,Washakie County,739,9.7
WY,Weston County,679,10.6
